UP.DAT          2.1             Hour Start and End Times with Seconds                           
   3
Produced by UAMAKE Version: 1.53  Level: 090411                                 
Last M3D File Processed: 201601.m3d
Extraction Cell:   41,  28
NONE    
UTC+0000
  2015  365   23    0 2016    4   23    0 300.    2    2
     F    F    F    F
   9999  12345       2015  12 31 24    0    2015  12 31 24    0   34      22                                                    
    432.0,7014.,260.6,351,  5.2,    412.0,7376.,258.2,332,  5.8,    389.0,7812.,255.3,310,  6.8,    362.0,8341.,251.5,270,  4.2,
    332.0,8980.,246.8,255,  8.7,    298.0,9753.,241.6,269, 10.5                                                                 
   9999  12345       2016   1  1 18    0    2016   1  1 18    0   34      22                                                    
    603.0,4368.,278.4,248,  8.3,    600.0,4420.,277.9,249,  8.4,    595.0,4484.,277.8,251,  6.4,    589.0,4564.,277.3,257,  4.5,
    582.0,4660.,276.4,268,  3.4,    574.0,4773.,275.2,278,  2.9,    565.0,4905.,273.7,292,  3.0,    554.0,5055.,273.1,300,  4.1,
    543.0,5221.,272.9,302,  5.7,    531.0,5400.,271.9,304,  6.7,    518.0,5590.,270.8,306,  7.2,    506.0,5787.,269.6,305,  7.2,
    493.0,5992.,268.3,302,  6.9,    479.0,6207.,267.0,300,  6.4,    465.0,6441.,265.5,298,  5.8,    450.0,6704.,263.7,297,  5.2,
    432.0,7009.,261.6,299,  4.5,    412.0,7372.,259.1,307,  3.7,    389.0,7809.,255.9,317,  2.7,    362.0,8338.,252.2,297,  2.8,
    332.0,8980.,248.1,280,  7.6,    298.0,9757.,242.9,279, 13.7                                                                 
   9999  12345       2016   1  1 19    0    2016   1  1 19    0   34      22                                                    
    604.0,4368.,276.1,357,  4.2,    600.0,4419.,275.4,  1,  4.2,    595.0,4483.,274.7,  7,  4.0,    590.0,4562.,273.6, 19,  3.8,
    582.0,4657.,273.1, 35,  4.6,    574.0,4769.,273.1, 34,  6.8,    564.0,4901.,272.9, 25,  7.0,    554.0,5051.,273.1, 24,  5.6,
    543.0,5217.,272.9, 35,  4.3,    531.0,5397.,271.7, 54,  3.8,    518.0,5587.,270.5, 53,  3.6,    506.0,5784.,269.2, 34,  3.4,
    493.0,5990.,267.9,  4,  3.4,    479.0,6206.,266.6,339,  3.8,    465.0,6441.,265.1,330,  5.0,    449.0,6705.,263.6,326,  8.4,
    432.0,7012.,261.8,303, 10.5,    412.0,7377.,259.4,279, 11.7,    388.0,7817.,256.3,267, 10.5,    362.0,8348.,252.1,280, 11.8,
    331.0,8990.,247.5,291, 14.0,    298.0,9763.,241.2,290, 14.4                                                                 
   9999  12345       2016   1  1 20    0    2016   1  1 20    0   34      22                                                    
    603.0,4368.,277.2, 11,  7.8,    599.0,4420.,276.6, 10,  8.6,    595.0,4484.,275.9,  8,  8.9,    589.0,4563.,275.2,  3, 10.0,
    582.0,4658.,274.9,356, 10.7,    574.0,4772.,274.6,354,  9.6,    565.0,4904.,274.7,349,  7.6,    554.0,5055.,274.4,316,  6.7,
    543.0,5222.,272.9,299,  8.2,    531.0,5401.,271.2,292,  9.7,    518.0,5591.,269.9,283, 11.8,    505.0,5788.,268.8,278, 11.4,
    492.0,5993.,267.5,276, 10.0,    479.0,6209.,266.2,271,  9.7,    465.0,6443.,264.8,263, 11.1,    449.0,6706.,262.8,264, 12.2,
    432.0,7012.,261.0,271, 12.2,    412.0,7376.,259.4,290, 13.3,    389.0,7814.,255.7,302, 11.9,    362.0,8344.,252.0,295, 11.2,
    332.0,8985.,247.4,291, 10.8,    298.0,9758.,241.4,284, 12.4                                                                 
   9999  12345       2016   1  1 21    0    2016   1  1 21    0   34      22                                                    
    603.0,4368.,277.9,  8, 11.2,    599.0,4420.,277.2,  8, 12.1,    595.0,4484.,276.5,  7, 12.5,    589.0,4564.,275.7,  6, 12.6,
    582.0,4659.,275.0,  2, 12.4,    574.0,4773.,274.9,354, 10.3,    564.0,4906.,274.7,333,  8.1,    554.0,5056.,274.0,308,  8.6,
    543.0,5223.,273.1,288,  9.7,    530.0,5403.,271.8,275, 10.1,    518.0,5593.,270.5,266, 10.0,    505.0,5790.,269.2,261,  9.8,
    492.0,5995.,267.7,260,  9.4,    479.0,6211.,266.1,260,  9.4,    465.0,6445.,264.5,261, 10.4,    449.0,6708.,262.8,267, 12.3,
    432.0,7014.,261.0,274, 13.3,    412.0,7377.,258.8,279, 12.7,    388.0,7814.,255.7,283, 12.0,    362.0,8344.,251.6,288, 11.8,
    332.0,8984.,246.9,291, 12.2,    298.0,9755.,241.1,287, 13.4                                                                 
   9999  12345       2016   1  1 22    0    2016   1  1 22    0   34      22                                                    
    603.0,4368.,278.5,  8,  6.5,    599.0,4420.,277.9,  8,  7.1,    595.0,4485.,277.2,  9,  7.4,    589.0,4564.,276.5,  9,  7.5,
    582.0,4660.,275.5,  9,  7.6,    574.0,4774.,274.5,359,  7.5,    564.0,4906.,273.6,337,  8.0,    554.0,5056.,272.7,313,  9.3,
    543.0,5222.,271.7,294, 10.5,    531.0,5401.,270.4,278, 11.3,    518.0,5590.,269.4,265, 12.1,    505.0,5787.,268.5,258, 12.1,
    492.0,5992.,267.5,252, 11.9,    479.0,6209.,266.4,249, 10.9,    465.0,6443.,265.0,257,  8.2,    449.0,6706.,263.0,262,  9.0,
    432.0,7012.,260.7,271, 11.9,    412.0,7375.,258.5,278, 13.1,    388.0,7812.,255.5,279, 12.5,    362.0,8341.,251.6,278, 10.8,
    332.0,8981.,247.0,286, 11.5,    298.0,9752.,241.0,287, 14.9                                                                 
   9999  12345       2016   1  1 23    0    2016   1  1 23    0   34      22                                                    
    604.0,4367.,274.5,132,  5.7,    600.0,4419.,274.1,134,  6.1,    595.0,4483.,273.8,152,  4.2,    589.0,4561.,273.3,195,  3.2,
    583.0,4656.,273.0,225,  3.7,    574.0,4769.,272.6,235,  4.9,    565.0,4900.,272.4,232,  5.3,    555.0,5050.,271.8,178,  2.9,
    543.0,5216.,271.5,137,  3.6,    531.0,5395.,270.2, 90,  1.4,    519.0,5584.,269.0,349,  4.1,    506.0,5781.,267.9,319,  7.6,
    493.0,5986.,266.7,296, 10.1,    479.0,6203.,265.9,279, 10.2,    465.0,6438.,265.0,273,  9.0,    449.0,6702.,263.3,272,  8.9,
    432.0,7008.,260.9,270, 10.5,    412.0,7371.,258.3,275, 11.9,    389.0,7808.,255.2,279, 12.7,    362.0,8337.,251.5,283, 13.0,
    332.0,8977.,246.8,289, 13.9,    298.0,9748.,240.8,287, 15.9                                                                 
   9999  12345       2016   1  1 24    0    2016   1  1 24    0   34      22                                                    
    603.0,4368.,275.7, 93,  4.0,    600.0,4419.,276.1, 84,  3.9,    595.0,4484.,276.1, 56,  1.5,    589.0,4563.,275.7,342,  1.3,
    582.0,4658.,275.8,310,  1.8,    574.0,4772.,275.1,295,  2.7,    565.0,4905.,274.0,281,  4.1,    554.0,5055.,272.8,269,  5.8,
    543.0,5221.,271.7,256,  7.6,    531.0,5400.,270.8,250,  8.7,    518.0,5589.,269.7,245,  8.3,    505.0,5786.,268.4,241,  7.6,
    492.0,5991.,267.3,235,  6.5,    479.0,6206.,266.0,231,  5.1,    465.0,6440.,264.3,253,  4.1,    449.0,6703.,262.3,286,  7.6,
    432.0,7008.,260.3,289, 11.4,    412.0,7371.,258.1,291, 13.6,    388.0,7808.,254.9,289, 14.8,    362.0,8336.,251.4,287, 15.6,
    332.0,8975.,246.6,287, 15.7,    298.0,9746.,240.8,285, 16.8                                                                 
   9999  12345       2016   1  2  1    0    2016   1  2  1    0   34      22                                                    
